name,address,phone,website
마이크 에어컨,"11015 Vissonnet Street, Houston, TX 77099",281) 227-2828,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=11015+Vissonnet+Street%2C+Houston%2C+TX+77099&z=16&iwloc=A&z=auto
그레이스 웨이 카운셀링,"4975 Preston Park Blvd. #790, Plano, TX 75093",214) 984-7107,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4975+Preston+Park+Blvd.+%23790%2C+Plano%2C+TX+75093&z=16&iwloc=A&z=auto
이상원 부동산,"850 E. State Hwy. 114 #100, Southlake, TX 76092",972) 900-9366 / 469) 744-4416,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=850+E.+State+Hwy.+114+%23100%2C+Southlake%2C+TX+76092&z=16&iwloc=A&z=auto
강신형 부동산,,469) 964-5088,
[email protected],,469) 964-5088,
융 건축 (Yung Architecture),,770-497-0404 / 404-808-6253,https://www.yungarchitecture.com
[email protected],,770-497-0404 / 404-808-6253,https://www.yungarchitecture.com
Fashion Mart,"2527 Royal Ln. #100, Dallas, TX 75229",972) 488-8888,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2527+Royal+Ln.+%23100%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
인테그리티 홈케어 (Integrity Home Care Services),"2695 Villa Creek Dr. #105, Dallas, TX 75234",972) 997-6339 / 972) 681-7777,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2695+Villa+Creek+Dr.+%23105%2C+Dallas%2C+TX+75234&z=16&iwloc=A&z=auto
integrityhcstexas.com,"2695 Villa Creek Dr. #105, Dallas, TX 75234",972) 997-6339 / 972) 681-7777,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2695+Villa+Creek+Dr.+%23105%2C+Dallas%2C+TX+75234&z=16&iwloc=A&z=auto
업소록,"001 Coit Rd #164 Plano, TX 75075",214) 501-2878 / 512) 968-7571 / 713) 465-8099 / 512) 496-2229 / 972) 484-4414 / 214) 207-3254 / 214) 226-8263 / 467) 878-9111 / 201) 232-5599 / 972) 619-1234 / 281) 630-4492 / 214) 960-0401,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=001+Coit+Rd+%23164++Plano%2C+TX+75075&z=16&iwloc=A&z=auto
화산 순두부 (Volcano Korean Restaurant),"001 Coit Rd #164 Plano, TX 75075",214) 501-2878 / 512) 968-7571 / 713) 465-8099 / 512) 496-2229 / 972) 484-4414 / 214) 207-3254 / 214) 226-8263 / 467) 878-9111 / 201) 232-5599 / 972) 619-1234 / 281) 630-4492 / 214) 960-0401,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=001+Coit+Rd+%23164++Plano%2C+TX+75075&z=16&iwloc=A&z=auto
화산 순두부 (Volcano Korean Restaurant),"001 Coit Rd #164 Plano, TX 75075",214) 501-2878,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=001+Coit+Rd+%23164++Plano%2C+TX+75075&z=16&iwloc=A&z=auto
버클리 아카데미 (Berkeley Academy) Northwest Austin,"12871 Research Blvd. #105, Austin, TX 78750",512) 968-7571,https://www.berkeley2academy.com
[email protected],"12871 Research Blvd. #105, Austin, TX 78750",512) 968-7571,https://www.berkeley2academy.com
현용식 회계사,"9501 Long Point Rd., #I, Houston, TX 77055",713) 465-8099,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=9501+Long+Point+Rd.%2C+%23I%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
민금사 부동산,"13101 El Camino Road, Austin, TX 78727",512) 496-2229,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=13101+El+Camino+Road%2C+Austin%2C+TX+78727&z=16&iwloc=A&z=auto
"아키 종합건설 및 설계 (Archi Design + Construction, Inc.)","11408 N. Stemmons FWY #100, Dallas, TX 75229",972) 484-4414 / 214) 207-3254,http://www.archiinc.com
[email protected],"11408 N. Stemmons FWY #100, Dallas, TX 75229",972) 484-4414 / 214) 207-3254,http://www.archiinc.com
정상 집수리전문,,214) 226-8263,
긱섬 버섯 (Gitxm),,467) 878-9111 / 201) 232-5599,http://gitxmushroom.com/
[email protected],,467) 878-9111 / 201) 232-5599,http://gitxmushroom.com/
Hyatt Regency North Dallas,"701 E. Campbell Road, Richardson, TX 75081",972) 619-1234,https://www.northdallas.hyatt.com
휴스턴 NW 에어 (Mr. 심),"8730 Village Terrace, Houston, TX 77040",281) 630-4492,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=8730+Village+Terrace%2C+Houston%2C+TX+77040&z=16&iwloc=A&z=auto
순례자 교회,"1303 N. Maryland Ave, Carrollton, TX 75006",214) 960-0401,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1303+N.+Maryland+Ave%2C+Carrollton%2C+TX+75006&z=16&iwloc=A&z=auto
업소록,"10110 Sahara Street, San Antonio, TX 78216",210) 348-0066 / 972) 686-5505 / 469) 900-8019 / 1.800.991.3594 / 972) 745-0555 / 214) 731-8584 / 254) 519-2875 / 713) 789-0220 / 214) 718-6327 / 713) 785-3619 / 915) 751-8625 / 915) 637-5356,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=10110+Sahara+Street%2C+San+Antonio%2C+TX+78216&z=16&iwloc=A&z=auto
조선자 회계사,"10110 Sahara Street, San Antonio, TX 78216",210) 348-0066 / 972) 686-5505 / 469) 900-8019 / 1.800.991.3594 / 972) 745-0555 / 214) 731-8584 / 254) 519-2875 / 713) 789-0220 / 214) 718-6327 / 713) 785-3619 / 915) 751-8625 / 915) 637-5356,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=10110+Sahara+Street%2C+San+Antonio%2C+TX+78216&z=16&iwloc=A&z=auto
조선자 회계사,"10110 Sahara Street, San Antonio, TX 78216",210) 348-0066,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=10110+Sahara+Street%2C+San+Antonio%2C+TX+78216&z=16&iwloc=A&z=auto
가미 가제 (Kaze),"3919 Pavillion Court, Mesquite, TX 75150",972) 686-5505,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3919+Pavillion+Court%2C+Mesquite%2C+TX+75150&z=16&iwloc=A&z=auto
포차카야 (POCHAKAYA KOREAN POCHA & IZAKAYA),4109 state highway 121 Carrollton Texas 75010,469) 900-8019,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4109+state+highway+121+Carrollton+Texas+75010&z=16&iwloc=A&z=auto
pochakayatx.com,4109 state highway 121 Carrollton Texas 75010,469) 900-8019,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4109+state+highway+121+Carrollton+Texas+75010&z=16&iwloc=A&z=auto
아시아 익스프레스 (Asia Express Inc.),"2970 Blystone Ln. #102, Dallas, TX 75220",1.800.991.3594 / 972) 745-0555,http://www.asiaexpress.info
[email protected],"2970 Blystone Ln. #102, Dallas, TX 75220",1.800.991.3594 / 972) 745-0555,http://www.asiaexpress.info
캐롤톤 프라자 슈퍼마켓,"3040 N. Josey Lane, Carrollton, TX 75007",214) 731-8584,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3040+N.+Josey+Lane%2C+Carrollton%2C+TX+75007&z=16&iwloc=A&z=auto
중앙종합치과,"3202 South WS Young Dr. #101, Killeen, TX 76542",254) 519-2875,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3202+South+WS+Young+Dr.+%23101%2C+Killeen%2C+TX+76542&z=16&iwloc=A&z=auto
박영일 부동산,,713) 789-0220,
유진 인테리어,"1100 Meredith Ln. #211, Plano, TX 75093",214) 718-6327,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1100+Meredith+Ln.+%23211%2C+Plano%2C+TX+75093&z=16&iwloc=A&z=auto
Casa Diva (써밋 패션),"5912 Hillcroft #A-2, Houston, TX 77036",713) 785-3619,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=5912+Hillcroft+%23A-2%2C+Houston%2C+TX+77036&z=16&iwloc=A&z=auto
엘파소 중앙침례교회,"5307 Hondo Pass, El Paso, TX 79924",915) 751-8625 / 915) 637-5356,http://www.epcbc.net
업소록,"2775 Villacreek Dr. #122, Farmers Branch, TX 75234",972) 693-3397 / 469) 877-5517 / 469-500-6880 / 281) 888-4336 / 972) 322-7200 / 214-454-9804 / 469) 556-2019 / 972) 306-9554 / 972) 641-6604 / 972) 820-1067,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2775+Villacreek+Dr.+%23122%2C+Farmers+Branch%2C+TX+75234&z=16&iwloc=A&z=auto
한국 부동산,"2775 Villacreek Dr. #122, Farmers Branch, TX 75234",972) 693-3397 / 469) 877-5517 / 469-500-6880 / 281) 888-4336 / 972) 322-7200 / 214-454-9804 / 469) 556-2019 / 972) 306-9554 / 972) 641-6604 / 972) 820-1067,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2775+Villacreek+Dr.+%23122%2C+Farmers+Branch%2C+TX+75234&z=16&iwloc=A&z=auto
한국 부동산,"2775 Villacreek Dr. #122, Farmers Branch, TX 75234",972) 693-3397,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2775+Villacreek+Dr.+%23122%2C+Farmers+Branch%2C+TX+75234&z=16&iwloc=A&z=auto
DFW 한인 세탁협회,,469) 877-5517,
K-BEAUTY COSMETICS,2532 Old Denton Rd Suite #102 Carrollton TX 75006,469-500-6880,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2532+Old+Denton+Rd+Suite+%23102+Carrollton+TX+75006&z=16&iwloc=A&z=auto
JK오토센터,"2004 Blalock Rd. #K, Houston, TX 77080",281) 888-4336,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2004+Blalock+Rd.+%23K%2C+Houston%2C+TX+77080&z=16&iwloc=A&z=auto
SBA 융자 (Dallas),"11169 Harry Hines Blvd., Dallas, TX 75229",972) 322-7200,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=11169+Harry+Hines+Blvd.%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
토왕 건설,"1200 Elk Grove Road, Richardson, TX 75081",214-454-9804,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1200+Elk+Grove+Road%2C+Richardson%2C+TX+75081&z=16&iwloc=A&z=auto
이정란 반영구 화장,"1411 E. Sandy Lake #110, Coppell, TX 75019",469) 556-2019,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1411+E.+Sandy+Lake+%23110%2C+Coppell%2C+TX+75019&z=16&iwloc=A&z=auto
Wagner Piano,"17711 Knollmeadow Ln, Dallas, TX 75287",972) 306-9554,https://www.sampiano.com
베이크 마크 (Bakemark),"3115 N. Great SW Pkwy. #200, Grand Prairie, TX 75050",972) 641-6604,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3115+N.+Great+SW+Pkwy.+%23200%2C+Grand+Prairie%2C+TX+75050&z=16&iwloc=A&z=auto
yourbakemark.com,"3115 N. Great SW Pkwy. #200, Grand Prairie, TX 75050",972) 641-6604,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3115+N.+Great+SW+Pkwy.+%23200%2C+Grand+Prairie%2C+TX+75050&z=16&iwloc=A&z=auto
해성 한의원,"2625 Old Denton Rd. #554, Carrollton, TX 75007",972) 820-1067,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2625+Old+Denton+Rd.+%23554%2C+Carrollton%2C+TX+75007&z=16&iwloc=A&z=auto
업소록,"5339 Alpha Rd. #120, Dallas, TX 75243",214) 676-6573 / 713) 972-5837 / 713) 783-4464 / 972) 247-3020 / 682) 234-8941 / 713) 975-0096 / 972) 680-2800 / 469) 939-7097 / 972) 243-8282 / 972) 455-4326 / 832) 715-6803,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=5339+Alpha+Rd.+%23120%2C+Dallas%2C+TX+75243&z=16&iwloc=A&z=auto
조앤리 부동산,"5339 Alpha Rd. #120, Dallas, TX 75243",214) 676-6573 / 713) 972-5837 / 713) 783-4464 / 972) 247-3020 / 682) 234-8941 / 713) 975-0096 / 972) 680-2800 / 469) 939-7097 / 972) 243-8282 / 972) 455-4326 / 832) 715-6803,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=5339+Alpha+Rd.+%23120%2C+Dallas%2C+TX+75243&z=16&iwloc=A&z=auto
조앤리 부동산,"5339 Alpha Rd. #120, Dallas, TX 75243",214) 676-6573,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=5339+Alpha+Rd.+%23120%2C+Dallas%2C+TX+75243&z=16&iwloc=A&z=auto
이종현 부동산,,713) 972-5837,
앰코 트레이딩,"9889 Harwin Dr. #301-306, Houston, TX 77036",713) 783-4464,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=9889+Harwin+Dr.+%23301-306%2C+Houston%2C+TX+77036&z=16&iwloc=A&z=auto
Angels Total Fashion,"11536 Harry Hines Blvd. #103, Dallas, TX 75229",972) 247-3020,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=11536+Harry+Hines+Blvd.+%23103%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
하나 부동산 Golden Tree,"2625 N. Josey Ln. #116, Carrollton, TX 75007",682) 234-8941,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2625+N.+Josey+Ln.+%23116%2C+Carrollton%2C+TX+75007&z=16&iwloc=A&z=auto
에스에스 패션,"6701 Harwin Dr. #117, Houston, TX 77036",713) 975-0096,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=6701+Harwin+Dr.+%23117%2C+Houston%2C+TX+77036&z=16&iwloc=A&z=auto
삼성 SDI (Dallas),"2745 Dallas Pkwy. #460, Plano, TX 75093",972) 680-2800,https://www.esdillc.com
[email protected],"2745 Dallas Pkwy. #460, Plano, TX 75093",972) 680-2800,https://www.esdillc.com
올림피아 골프텍 (Olympia Golf Tech),"11441 N. Stemmons Fwy. #207, Dallas, TX 75229",469) 939-7097 / 972) 243-8282,http://www.olympiagolftech.com
박진학 재정계획,"5080 Spctrum Dr #902 W, Addison, TX 75001",972) 455-4326,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=5080+Spctrum+Dr+%23902+W%2C+Addison%2C+TX+75001&z=16&iwloc=A&z=auto
휴스턴 박사모,"5411 Bellaire Blvd, Bellaire, TX 77401",832) 715-6803,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=5411+Bellaire+Blvd%2C+Bellaire%2C+TX+77401&z=16&iwloc=A&z=auto
업소록,CMIT 음악원 (CMIT Music Institute of Texas),972) 323-9200 / 714) 287-2490 / 469) 301-4961 / 713) 975-6714 / 866) 937-5937 / 713) 468-2123 / 713) 532-2300 / 832) 413-1755 / 817) 924-3829 / 972-972-0668 / 517) 777-5127 / 713) 461-0538,http://www.cmitmusic.com
[email protected],CMIT 음악원 (CMIT Music Institute of Texas),972) 323-9200 / 714) 287-2490 / 469) 301-4961 / 713) 975-6714 / 866) 937-5937 / 713) 468-2123 / 713) 532-2300 / 832) 413-1755 / 817) 924-3829 / 972-972-0668 / 517) 777-5127 / 713) 461-0538,http://www.cmitmusic.com
[email protected],"2701 Old Denton Rd #230, Carrollton, TX 75007",972) 323-9200 / 714) 287-2490,http://www.cmitmusic.com
맥키니 반석교회,"105 New Hope Rd. E McKinney, TX 75071",469) 301-4961,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=105+New+Hope+Rd.+E++McKinney%2C++TX+75071&z=16&iwloc=A&z=auto
SW 트레이딩,"8000 Harwin Dr. #410, Houston, TX 77036",713) 975-6714,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=8000+Harwin+Dr.+%23410%2C+Houston%2C+TX+77036&z=16&iwloc=A&z=auto
YEP Energy (Your Energy Provider),"5773 Woodway Dr. #311, Houston, TX 77057",866) 937-5937,http://www.yeptexas.com
실버대학 (순복음교회),"1520 Witte Road, Houston, TX 77080",713) 468-2123,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1520+Witte+Road%2C+Houston%2C+TX+77080&z=16&iwloc=A&z=auto
BC 트레이딩,"6885 Harwin Dr. #G, Houston, TX 77036",713) 532-2300,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=6885+Harwin+Dr.+%23G%2C+Houston%2C+TX+77036&z=16&iwloc=A&z=auto
Got Coverage Inc,"2015 8th Ave, Fort Worth, TX 76110",832) 413-1755 / 817) 924-3829,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2015+8th+Ave%2C+Fort+Worth%2C+TX+76110&z=16&iwloc=A&z=auto
gotcoverage.me,"2015 8th Ave, Fort Worth, TX 76110",832) 413-1755 / 817) 924-3829,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2015+8th+Ave%2C+Fort+Worth%2C+TX+76110&z=16&iwloc=A&z=auto
KDT Solution,"2727 LBJ Freeway, ste 226 Dallas, Tx 75234",972-972-0668,https://www.kdtusa.net
아이비 아카데미 (IVY ACADEMY),"9801 Anderson Mill Rd #206, Austin, TX 78750",517) 777-5127,https://www.ivyeliteacademy.com
[email protected],"9801 Anderson Mill Rd #206, Austin, TX 78750",517) 777-5127,https://www.ivyeliteacademy.com
솔고 건강센터 (휴스턴 솔고 무료체험관),"1200 Blalock Rd #112, Houston, TX 77055",713) 461-0538,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1200+Blalock+Rd+%23112%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
업소록,"1110 E. Parker Rd. #108, Plano, TX 75074 ​",844) 567-3155 / 469) 814-0045 / 469) 569-6550 / 972) 322-7200 / 361) 882-8885 / 512) 453-9920 / 972) 438-5211 / 214) 952-1075 / 469-877-4988 / 713) 779-5530 / 832) 808-9888,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1110+E.+Parker+Rd.+%23108%2C+Plano%2C+TX+75074+%E2%80%8B&z=16&iwloc=A&z=auto
더 보일링 팟 (The Boiling Pots),"1110 E. Parker Rd. #108, Plano, TX 75074 ​",844) 567-3155 / 469) 814-0045 / 469) 569-6550 / 972) 322-7200 / 361) 882-8885 / 512) 453-9920 / 972) 438-5211 / 214) 952-1075 / 469-877-4988 / 713) 779-5530 / 832) 808-9888,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1110+E.+Parker+Rd.+%23108%2C+Plano%2C+TX+75074+%E2%80%8B&z=16&iwloc=A&z=auto
​http://theboilingpots.com/,"1110 E. Parker Rd. #108, Plano, TX 75074 ​",844) 567-3155 / 469) 814-0045,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1110+E.+Parker+Rd.+%23108%2C+Plano%2C+TX+75074+%E2%80%8B&z=16&iwloc=A&z=auto
UNI 보험 (제니 윤),"4101 McEwen Dr. #235 Dallas, TX 75244",469) 569-6550,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4101+McEwen+Dr.+%23235+Dallas%2C+TX+75244&z=16&iwloc=A&z=auto
[email protected],"4101 McEwen Dr. #235 Dallas, TX 75244",469) 569-6550,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4101+McEwen+Dr.+%23235+Dallas%2C+TX+75244&z=16&iwloc=A&z=auto
SBA 융자 (Carrollton),"2625 N. Josey Ln. #116, Carrollton, TX 75007",972) 322-7200,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2625+N.+Josey+Ln.+%23116%2C+Carrollton%2C+TX+75007&z=16&iwloc=A&z=auto
아카 일본식당,"415 N Water Street, Corpus Christi, TX 78401",361) 882-8885,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=415+N+Water+Street%2C+Corpus+Christi%2C+TX+78401&z=16&iwloc=A&z=auto
엔탑 아카데미 (N Top Academy),"12885 Research Blvd. #107, Austin, TX 78750",512) 453-9920,http://www.ntopacademy.com
[email protected],"12885 Research Blvd. #107, Austin, TX 78750",512) 453-9920,http://www.ntopacademy.com
달라스 예수사랑교회,"1000 Armeda Drive, Irving, TX 75061",972) 438-5211,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1000+Armeda+Drive%2C+Irving%2C+TX+75061&z=16&iwloc=A&z=auto
General 핸디맨,,214) 952-1075,
하우스 리모델링,,469-877-4988,
명동식당,"6415 Bissonnet, Houston, TX 77074",713) 779-5530,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=6415+Bissonnet%2C+Houston%2C+TX+77074&z=16&iwloc=A&z=auto
또래오래치킨,"1302 Blalock Road, Houston, TX 77055",832) 808-9888,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1302+Blalock+Road%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
업소록,"9883 Long Point Road, Houston, TX 77055",832) 767-8065 / 254) 554-8668 / 972) 484-8989 / 915) 757-2517 / 469) 363-5785 / 214) 923-8611 / 214-888-3255 / 281) 852-0352 / 281) 537-0054 / 972) 620-3992 / 972.810.0031 / 469.660.7167,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=9883+Long+Point+Road%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
해피 모아,"9883 Long Point Road, Houston, TX 77055",832) 767-8065 / 254) 554-8668 / 972) 484-8989 / 915) 757-2517 / 469) 363-5785 / 214) 923-8611 / 214-888-3255 / 281) 852-0352 / 281) 537-0054 / 972) 620-3992 / 972.810.0031 / 469.660.7167,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=9883+Long+Point+Road%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
해피 모아,"9883 Long Point Road, Houston, TX 77055",832) 767-8065,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=9883+Long+Point+Road%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
김정기 의료원,"3106 WS. Young Dr. #B203, Killeen, TX 76541",254) 554-8668,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3106+WS.+Young+Dr.+%23B203%2C+Killeen%2C+TX+76541&z=16&iwloc=A&z=auto
E&A 헤어아트 (E&A Hair Art),"2527 Royal Ln. #145B, Dallas, TX 75229",972) 484-8989,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2527+Royal+Ln.+%23145B%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
한인 연합감리교회,"4925 Fairbanks Drive, El Paso, TX 79924",915) 757-2517,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4925+Fairbanks+Drive%2C+El+Paso%2C+TX+79924&z=16&iwloc=A&z=auto
성훈 페인트,"2103 Hampton Ct., Carrollton, TX 75006",469) 363-5785,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2103+Hampton+Ct.%2C+Carrollton%2C+TX+75006&z=16&iwloc=A&z=auto
드림빌 홈인스펙션 Dreamville Home Inspections LLC,,214-888-3255,
[email protected],,214-888-3255,
플라워 투고,"5766 SM 1960 E, Houston, TX 77346",281) 852-0352 / 281) 537-0054,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=5766+SM+1960+E%2C+Houston%2C+TX+77346&z=16&iwloc=A&z=auto
유림 통나무집 (YOULIM),"2525 Royal Ln. #317, Dallas, TX 75229",972) 620-3992,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2525+Royal+Ln.+%23317%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
임재영 연방세무사,"1220 W. Trinity Mills Rd # Suite 300, Carrollton, TX 75006",972.810.0031 / 469.660.7167,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1220+W.+Trinity+Mills+Rd+%23+Suite+300%2C+Carrollton%2C+TX+75006&z=16&iwloc=A&z=auto
[email protected],"1220 W. Trinity Mills Rd # Suite 300, Carrollton, TX 75006",972.810.0031 / 469.660.7167,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1220+W.+Trinity+Mills+Rd+%23+Suite+300%2C+Carrollton%2C+TX+75006&z=16&iwloc=A&z=auto
업소록,"1549 Campbell Road, Houston, TX 77055",713) 434-6040 / 214) 321-7777 / 972) 309-8880 / 972) 415-6283 / 213) 388-9099 / 281) 773-5003 / 972.971.4608 / 512) 459-6499 / 512) 619-5336 / 713) 271-0118 / 214) 360-9798,https://www.sycon.us
싸이콘 건축,"1549 Campbell Road, Houston, TX 77055",713) 434-6040 / 214) 321-7777 / 972) 309-8880 / 972) 415-6283 / 213) 388-9099 / 281) 773-5003 / 972.971.4608 / 512) 459-6499 / 512) 619-5336 / 713) 271-0118 / 214) 360-9798,https://www.sycon.us
싸이콘 건축,"1549 Campbell Road, Houston, TX 77055",713) 434-6040,https://www.sycon.us
[email protected],"1549 Campbell Road, Houston, TX 77055",713) 434-6040,https://www.sycon.us
Spring Smile Dental (김태희 치과) 달라스,"3535 N. Buckner Blvd. #114, Dallas, TX 75228",214) 321-7777,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3535+N.+Buckner+Blvd.+%23114%2C+Dallas%2C+TX+75228&z=16&iwloc=A&z=auto
East West Bank (플레이노점),"3911 W. Park Blvd. #601, Plano, TX 75075",972) 309-8880,http://www.eastwestbank.com
서강대학교,,972) 415-6283,
빅베어농축흑염소,"922 S. Vermont Ave., Los Angeles, CA 90006",213) 388-9099,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=922+S.+Vermont+Ave.%2C+Los+Angeles%2C+CA+90006&z=16&iwloc=A&z=auto
김용만 보험,"3542 Ashfield Drvie, Houston, TX 77082",281) 773-5003,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3542+Ashfield+Drvie%2C+Houston%2C+TX+77082&z=16&iwloc=A&z=auto
구원센터(Soul Winning Center),,972.971.4608,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2727+LBJ+Fwy%2C+Dallas&z=16&iwloc=A&z=auto
동산한의원,,512) 459-6499 / 512) 619-5336,
밍루 침술원,"9889 Bellaire #A-119, Houston, TX 77036",713) 271-0118,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=9889+Bellaire+%23A-119%2C+Houston%2C+TX+77036&z=16&iwloc=A&z=auto
상록수 장의 서비스 (미셀),,214) 360-9798,
업소록,"1111 Gessner #A-1, Houston, TX 77055",713) 365-9669 / 214) 507-1187 / 972) 960-1111 / 972) 896-0611 / 580) 353-6730 / 817) 505-6588 / 972-423-1804 / 713) 364-1580 / 210) 233-1833 / 432) 413-7353 / 214.214.0257 / 214.613.2858,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1111+Gessner+%23A-1%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
동서 한방 클리닉 (East West Wellness Clinic),"1111 Gessner #A-1, Houston, TX 77055",713) 365-9669 / 214) 507-1187 / 972) 960-1111 / 972) 896-0611 / 580) 353-6730 / 817) 505-6588 / 972-423-1804 / 713) 364-1580 / 210) 233-1833 / 432) 413-7353 / 214.214.0257 / 214.613.2858,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1111+Gessner+%23A-1%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
동서 한방 클리닉 (East West Wellness Clinic),"1111 Gessner #A-1, Houston, TX 77055",713) 365-9669,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1111+Gessner+%23A-1%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
한소망 교회,"2783 Valwood Parkway, Farmers Branch, TX 75234",214) 507-1187,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2783+Valwood+Parkway%2C+Farmers+Branch%2C+TX+75234&z=16&iwloc=A&z=auto
특수치료*수술전문치과,"14856 Preston Rd. #104, Dallas, TX 75254",972) 960-1111,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=14856+Preston+Rd.+%23104%2C+Dallas%2C+TX+75254&z=16&iwloc=A&z=auto
